id,race,playerid
20396,asian,4
20397,asian,7
20398,asian,20
20399,asian,19
20400,asian,4
20401,asian,10
20402,asian,29
20403,asian,25
20404,asian,16
20405,asian,28
20406,asian,18
20407,asian,30
20408,asian,17
20409,asian,26
20410,asian,10
20411,asian,26
20412,asian,24
20413,asian,4
20414,asian,28
20415,asian,19
20416,asian,30
20417,asian,29
20418,asian,28
20419,asian,24
20420,asian,4
20421,asian,17
20422,asian,17
20423,asian,17
20424,asian,10
20425,asian,18
20426,asian,20
20427,asian,22
20428,asian,4
20429,asian,22
20430,asian,25
20431,asian,16
20432,asian,16
20433,asian,22
20434,asian,19
20435,asian,28
20436,asian,17
20437,asian,26
20438,asian,30
20439,asian,25
20440,asian,10
20441,asian,17
20442,asian,7
20443,asian,8
20444,asian,19
20445,asian,29
20446,asian,28
20447,asian,10
20448,asian,16
20449,asian,8
20450,asian,20
20451,asian,28
20452,asian,22
20453,asian,25
20454,asian,10
20455,asian,7
20456,asian,24
20457,asian,7
20458,asian,26
20459,asian,4
20460,asian,16
20461,asian,19
20462,asian,18
20463,asian,8
20464,asian,20
20465,asian,7
20466,asian,20
20467,asian,10
20468,asian,22
20469,asian,10
20470,asian,16
20471,asian,17
20472,asian,18
20473,asian,19
20474,asian,16
20475,asian,18
20476,asian,16
20477,asian,30
20478,asian,30
20479,asian,10
20480,asian,8
20481,asian,20
20482,asian,8
20483,asian,19
20484,asian,8
20485,asian,19
20486,asian,26
20487,asian,4
20488,asian,7
20489,asian,7
20490,asian,30
20491,asian,20
20492,asian,24
20493,asian,8
20494,asian,29
20495,asian,29
20496,asian,22
20497,asian,17
20498,asian,18
20499,asian,25
20500,asian,10
20501,asian,17
20502,asian,17
20503,asian,29
20504,asian,26
20505,asian,7
20506,asian,10
20507,asian,28
20508,asian,24
20509,asian,26
20510,asian,4
20511,asian,25
20512,asian,28
20513,asian,24
20514,asian,29
20515,asian,7
20516,asian,29
20517,asian,18
20518,asian,18
20519,asian,16
20520,asian,18
20521,asian,10
20522,asian,7
20523,asian,16
20524,asian,30
20525,asian,7
20526,asian,22
20527,asian,18
20528,asian,7
20529,asian,30
20530,asian,10
20531,asian,18
20532,asian,28
20533,asian,25
20534,asian,20
20535,asian,29
20536,asian,18
20537,asian,21
20538,asian,13
20539,asian,18
20540,asian,24
20541,asian,11
20542,asian,26
20543,asian,25
20544,asian,13
20545,asian,20
20546,asian,30
20547,asian,12
20548,asian,16
20549,asian,28
20550,asian,4
20551,asian,30
20552,asian,9
20553,asian,16
20554,asian,21
20555,asian,19
20556,asian,15
20557,asian,20
20558,asian,26
20559,asian,25
20560,asian,1
20561,asian,30
20562,asian,21
20563,asian,19
20564,asian,19
20565,asian,9
20566,asian,25
20567,asian,16
20568,asian,2
20569,asian,20
20570,asian,4
20571,asian,19
20572,asian,11
20573,asian,19
20574,asian,27
20575,asian,4
20576,asian,1
20577,asian,25
20578,asian,15
20579,asian,28
20580,asian,11
20581,asian,23
20582,asian,23
20583,asian,24
20584,asian,18
20585,asian,2
20586,asian,14
20587,asian,30
20588,asian,26
20589,asian,23
20590,asian,16
20591,asian,2
20592,asian,14
20593,asian,2
20594,asian,18
20595,asian,4
20596,asian,4
20597,asian,28
20598,asian,5
20599,asian,18
20600,asian,3
20601,asian,1
20602,asian,25
20603,asian,15
20604,asian,5
20605,asian,9
20606,asian,12
20607,asian,12
20608,asian,14
20609,asian,11
20610,asian,23
20611,asian,20
20612,asian,24
20613,asian,18
20614,asian,24
20615,asian,3
20616,asian,25
20617,asian,6
20618,asian,6
20619,asian,3
20620,asian,24
20621,asian,1
20622,asian,14
20623,asian,30
20624,asian,15
20625,asian,16
20626,asian,23
20627,asian,9
20628,asian,5
20629,asian,27
20630,asian,26
20631,asian,2
20632,asian,11
20633,asian,27
20634,asian,3
20635,asian,19
20636,asian,26
20637,asian,26
20638,asian,5
20639,asian,9
20640,asian,4
20641,asian,28
20642,asian,28
20643,asian,12
20644,asian,27
20645,asian,2
20646,asian,6
20647,asian,6
20648,asian,23
20649,asian,24
20650,asian,19
20651,asian,6
20652,asian,6
20653,asian,1
20654,asian,24
20655,asian,28
20656,asian,4
20657,asian,19
20658,asian,21
20659,asian,15
20660,asian,5
20661,asian,13
20662,asian,20
20663,asian,3
20664,asian,23
20665,asian,5
20666,asian,12
20667,asian,20
20668,asian,28
20669,asian,6
20670,asian,15
20671,asian,3
20672,asian,23
20673,asian,30
20674,asian,16
20675,asian,13
20676,asian,9
20677,asian,9
20678,asian,16
20679,asian,13
20680,asian,6
20681,asian,21
20682,asian,15
20683,asian,18
20684,asian,21
20685,asian,15
20686,asian,11
20687,asian,24
20688,asian,14
20689,asian,6
20690,asian,1
20691,asian,21
20692,asian,13
20693,asian,20
20694,asian,25
20695,asian,11
20696,asian,26
20697,asian,4
20698,asian,1
20699,asian,12
20700,asian,5
20701,asian,14
20702,asian,27
20703,asian,30
20704,asian,9
20705,asian,12
20706,asian,20
20707,asian,11
20708,asian,3
20709,asian,3
20710,asian,6
20711,asian,13
20712,asian,28
20713,asian,5
20714,asian,30
20715,asian,27
20716,asian,5
20717,asian,5
20718,asian,1
20719,asian,27
20720,asian,5
20721,asian,25
20722,asian,26
20723,asian,4
20724,asian,16
20725,asian,15
20726,asian,9
20727,asian,6
20728,asian,15
20729,asian,25
20730,asian,14
20731,asian,11
20732,asian,3
20733,asian,27
20734,asian,27
20735,asian,5
20736,asian,14
20737,asian,13
20738,asian,27
20739,asian,6
20740,asian,3
20741,asian,3
20742,asian,13
20743,asian,20
20744,asian,1
20745,asian,16
20746,asian,21
20747,asian,26
20748,asian,16
20749,asian,12
20750,asian,28
20751,asian,23
20752,asian,12
20753,asian,2
20754,asian,14
20755,asian,9
20756,asian,25
20757,asian,2
20758,asian,18
20759,asian,25
20760,asian,6
20761,asian,26
20762,asian,12
20763,asian,2
20764,asian,23
20765,asian,9
20766,asian,14
20767,asian,13
20768,asian,12
20769,asian,28
20770,asian,16
20771,asian,24
20772,asian,14
20773,asian,6
20774,asian,1
20775,asian,27
20776,asian,24
20777,asian,3
20778,asian,19
20779,asian,3
20780,asian,3
20781,asian,14
20782,asian,6
20783,asian,27
20784,asian,25
20785,asian,27
20786,asian,9
20787,asian,25
20788,asian,13
20789,asian,16
20790,asian,21
20791,asian,2
20792,asian,29
20793,asian,29
20794,asian,2
20795,asian,29
20796,asian,10
20797,asian,22
20798,asian,9
20799,asian,15
20800,asian,22
20801,asian,2
20802,asian,9
20803,asian,10
20804,asian,7
20805,asian,7
20806,asian,10
20807,asian,22
20808,asian,15
20809,asian,8
20810,asian,22
20811,asian,22
20812,asian,8
20813,asian,10
20814,asian,8
20815,asian,22
20816,asian,9
20817,asian,15
20818,asian,9
20819,asian,10
20820,asian,7
20821,asian,8
20822,asian,29
20823,asian,15
20824,asian,7
20825,asian,15
20826,asian,7
20827,asian,15
20828,asian,7
20829,asian,22
20830,asian,8
20831,asian,10
20832,asian,22
20833,asian,29
20834,asian,8
20835,asian,29
20836,asian,15
20837,asian,7
20838,asian,15
20839,asian,10
20840,asian,2
20841,asian,9
20842,asian,15
20843,asian,9
20844,asian,29
20845,asian,2
20846,asian,9
20847,asian,15
20848,asian,9
20849,asian,8
20850,asian,29
20851,asian,10
20852,asian,7
20853,asian,9
20854,asian,7
20855,asian,2
20856,asian,8
20857,asian,2
20858,asian,10
20859,asian,2
20860,asian,8
20861,asian,2
20862,asian,22
20863,asian,8
20864,asian,15
20865,asian,10
20866,asian,15
20867,asian,29
20868,asian,8
20869,asian,15
20870,asian,8
20871,asian,7
20872,asian,10
20873,asian,12
20874,asian,11
20875,asian,22
20876,asian,26
20877,asian,24
20878,asian,18
20879,asian,1
20880,asian,17
20881,asian,20
20882,asian,4
20883,asian,19
20884,asian,13
20885,asian,13
20886,asian,4
20887,asian,20
20888,asian,3
20889,asian,1
20890,asian,13
20891,asian,28
20892,asian,19
20893,asian,18
20894,asian,16
20895,asian,16
20896,asian,18
20897,asian,11
20898,asian,24
20899,asian,3
20900,asian,5
20901,asian,20
20902,asian,27
20903,asian,30
20904,asian,5
20905,asian,26
20906,asian,4
20907,asian,26
20908,asian,28
20909,asian,5
20910,asian,19
20911,asian,28
20912,asian,30
20913,asian,26
20914,asian,11
20915,asian,16
20916,asian,17
20917,asian,22
20918,asian,1
20919,asian,24
20920,asian,26
20921,asian,24
20922,asian,3
20923,asian,12
20924,asian,20
20925,asian,16
20926,asian,22
20927,asian,16
20928,asian,12
20929,asian,24
20930,asian,27
20931,asian,30
20932,asian,1
20933,asian,13
20934,asian,30
20935,asian,27
20936,asian,22
20937,asian,3
20938,asian,17
20939,asian,27
20940,asian,5
20941,asian,19
20942,asian,11
20943,asian,19
20944,asian,30
20945,asian,26
20946,asian,16
20947,asian,12
20948,asian,12
20949,asian,30
20950,asian,5
20951,asian,12
20952,asian,18
20953,asian,1
20954,asian,4
20955,asian,4
20956,asian,28
20957,asian,18
20958,asian,20
20959,asian,30
20960,asian,12
20961,asian,22
20962,asian,17
20963,asian,27
20964,asian,1
20965,asian,28
20966,asian,4
20967,asian,28
20968,asian,13
20969,asian,20
20970,asian,12
20971,asian,17
20972,asian,3
20973,asian,20
20974,asian,13
20975,asian,22
20976,asian,1
20977,asian,27
20978,asian,28
20979,asian,12
20980,asian,22
20981,asian,27
20982,asian,3
20983,asian,16
20984,asian,19
20985,asian,26
20986,asian,28
20987,asian,5
20988,asian,11
20989,asian,13
20990,asian,30
20991,asian,5
20992,asian,24
20993,asian,28
20994,asian,27
20995,asian,3
20996,asian,12
20997,asian,16
20998,asian,13
20999,asian,30
21000,asian,20
21001,asian,22
21002,asian,27
21003,asian,26
21004,asian,17
21005,asian,19
21006,asian,4
21007,asian,27
21008,asian,16
21009,asian,24
21010,asian,18
21011,asian,22
21012,asian,27
21013,asian,11
21014,asian,24
21015,asian,19
21016,asian,24
21017,asian,18
21018,asian,1
21019,asian,17
21020,asian,13
21021,asian,20
21022,asian,4
21023,asian,11
21024,asian,20
21025,asian,17
21026,asian,11
21027,asian,5
21028,asian,3
21029,asian,5
21030,asian,26
21031,asian,17
21032,asian,11
21033,asian,20
21034,asian,17
21035,asian,18
21036,asian,16
21037,asian,5
21038,asian,17
21039,asian,11
21040,asian,11
21041,asian,13
21042,asian,24
21043,asian,24
21044,asian,17
21045,asian,19
21046,asian,26
21047,asian,27
21048,asian,18
21049,asian,13
21050,asian,24
21051,asian,16
21052,asian,3
21053,asian,16
21054,asian,24
21055,asian,16
21056,asian,22
21057,asian,17
21058,asian,28
21059,asian,1
21060,asian,29
21061,asian,10
21062,asian,15
21063,asian,23
21064,asian,23
21065,asian,21
21066,asian,29
21067,asian,23
21068,asian,2
21069,asian,2
21070,asian,10
21071,asian,15
21072,asian,25
21073,asian,6
21074,asian,2
21075,asian,8
21076,asian,8
21077,asian,6
21078,asian,23
21079,asian,25
21080,asian,14
21081,asian,25
21082,asian,6
21083,asian,8
21084,asian,6
21085,asian,25
21086,asian,2
21087,asian,21
21088,asian,15
21089,asian,2
21090,asian,8
21091,asian,25
21092,asian,21
21093,asian,29
21094,asian,14
21095,asian,29
21096,asian,14
21097,asian,6
21098,asian,21
21099,asian,15
21100,asian,14
21101,asian,8
21102,asian,8
21103,asian,25
21104,asian,6
21105,asian,25
21106,asian,29
21107,asian,8
21108,asian,25
21109,asian,21
21110,asian,23
21111,asian,10
21112,asian,2
21113,asian,14
21114,asian,8
21115,asian,23
21116,asian,15
21117,asian,15
21118,asian,8
21119,asian,25
21120,asian,29
21121,asian,29
21122,asian,21
21123,asian,23
21124,asian,15
21125,asian,25
21126,asian,14
21127,asian,23
21128,asian,14
21129,asian,15
21130,asian,2
21131,asian,6
21132,asian,14
21133,asian,10
21134,asian,21
21135,asian,15
21136,asian,21
21137,asian,2
21138,asian,21
21139,asian,15
21140,asian,6
21141,asian,10
21142,asian,29
21143,asian,25
21144,asian,10
21145,asian,21
21146,asian,14
21147,asian,10
21148,asian,10
21149,asian,10
21150,asian,29
21151,asian,29
21152,asian,23
21153,asian,14
21154,asian,8
21155,asian,23
21156,asian,10
21157,asian,25
21158,asian,2
21159,asian,21
21160,asian,21
21161,asian,2
21162,asian,29
21163,asian,6
21164,asian,6
21165,asian,21
21166,asian,23
21167,asian,23
21168,asian,10
21169,asian,29
21170,asian,23
21171,asian,14
21172,asian,7
21173,asian,16
21174,asian,30
21175,asian,17
21176,asian,26
21177,asian,23
21178,asian,13
21179,asian,22
21180,asian,4
21181,asian,11
21182,asian,9
21183,asian,23
21184,asian,25
21185,asian,30
21186,asian,27
21187,asian,23
21188,asian,25
21189,asian,30
21190,asian,28
21191,asian,30
21192,asian,14
21193,asian,23
21194,asian,26
21195,asian,25
21196,asian,24
21197,asian,17
21198,asian,11
21199,asian,28
21200,asian,12
21201,asian,5
21202,asian,27
21203,asian,16
21204,asian,5
21205,asian,14
21206,asian,20
21207,asian,4
21208,asian,12
21209,asian,5
21210,asian,1
21211,asian,13
21212,asian,20
21213,asian,26
21214,asian,4
21215,asian,11
21216,asian,28
21217,asian,9
21218,asian,30
21219,asian,12
21220,asian,14
21221,asian,24
21222,asian,28
21223,asian,16
21224,asian,16
21225,asian,27
21226,asian,1
21227,asian,25
21228,asian,7
21229,asian,20
21230,asian,24
21231,asian,24
21232,asian,4
21233,asian,4
21234,asian,20
21235,asian,28
21236,asian,14
21237,asian,13
21238,asian,14
21239,asian,11
21240,asian,13
21241,asian,12
21242,asian,20
21243,asian,26
21244,asian,7
21245,asian,23
21246,asian,22
21247,asian,1
21248,asian,20
21249,asian,25
21250,asian,22
21251,asian,16
21252,asian,26
21253,asian,25
21254,asian,11
21255,asian,12
21256,asian,27
21257,asian,28
21258,asian,7
21259,asian,11
21260,asian,5
21261,asian,24
21262,asian,12
21263,asian,20
21264,asian,11
21265,asian,12
21266,asian,9
21267,asian,1
21268,asian,30
21269,asian,9
21270,asian,25
21271,asian,26
21272,asian,1
21273,asian,30
21274,asian,17
21275,asian,26
21276,asian,14
21277,asian,1
21278,asian,28
21279,asian,5
21280,asian,28
21281,asian,23
21282,asian,22
21283,asian,5
21284,asian,26
21285,asian,7
21286,asian,20
21287,asian,4
21288,asian,16
21289,asian,22
21290,asian,22
21291,asian,17
21292,asian,12
21293,asian,9
21294,asian,4
21295,asian,14
21296,asian,12
21297,asian,26
21298,asian,22
21299,asian,13
21300,asian,5
21301,asian,9
21302,asian,25
21303,asian,23
21304,asian,28
21305,asian,24
21306,asian,12
21307,asian,14
21308,asian,7
21309,asian,11
21310,asian,17
21311,asian,13
21312,asian,12
21313,asian,16
21314,asian,17
21315,asian,27
21316,asian,13
21317,asian,16
21318,asian,30
21319,asian,24
21320,asian,22
21321,asian,9
21322,asian,23
21323,asian,12
21324,asian,16
21325,asian,20
21326,asian,14
21327,asian,22
21328,asian,7
21329,asian,17
21330,asian,30
21331,asian,17
21332,asian,4
21333,asian,11
21334,asian,7
21335,asian,7
21336,asian,25
21337,asian,7
21338,asian,24
21339,asian,27
21340,asian,5
21341,asian,11
21342,asian,17
21343,asian,26
21344,asian,7
21345,asian,9
21346,asian,1
21347,asian,7
21348,asian,28
21349,asian,7
21350,asian,12
21351,asian,5
21352,asian,4
21353,asian,11
21354,asian,30
21355,asian,4
21356,asian,28
21357,asian,26
21358,asian,4
21359,asian,17
21360,asian,25
21361,asian,27
21362,asian,17
21363,asian,13
21364,asian,4
21365,asian,24
21366,asian,11
21367,asian,24
21368,asian,28
21369,asian,25
21370,asian,24
21371,asian,28
21372,asian,11
21373,asian,7
21374,asian,1
21375,asian,23
21376,asian,26
21377,asian,24
21378,asian,27
21379,asian,13
21380,asian,4
21381,asian,30
21382,asian,1
21383,asian,16
21384,asian,5
21385,asian,7
21386,asian,27
21387,asian,22
21388,asian,8
21389,asian,15
21390,asian,10
21391,asian,9
21392,asian,10
21393,asian,15
21394,asian,16
21395,asian,13
21396,asian,9
21397,asian,21
21398,asian,6
21399,asian,13
21400,asian,2
21401,asian,21
21402,asian,30
21403,asian,16
21404,asian,18
21405,asian,3
21406,asian,30
21407,asian,29
21408,asian,16
21409,asian,15
21410,asian,29
21411,asian,1
21412,asian,6
21413,asian,9
21414,asian,1
21415,asian,9
21416,asian,2
21417,asian,29
21418,asian,27
21419,asian,13
21420,asian,6
21421,asian,10
21422,asian,15
21423,asian,2
21424,asian,2
21425,asian,28
21426,asian,3
21427,asian,28
21428,asian,18
21429,asian,1
21430,asian,27
21431,asian,8
21432,asian,16
21433,asian,27
21434,asian,30
21435,asian,1
21436,asian,30
21437,asian,2
21438,asian,29
21439,asian,18
21440,asian,8
21441,asian,21
21442,asian,28
21443,asian,15
21444,asian,21
21445,asian,3
21446,asian,9
21447,asian,1
21448,asian,16
21449,asian,1
21450,asian,13
21451,asian,27
21452,asian,13
21453,asian,3
21454,asian,27
21455,asian,13
21456,asian,29
21457,asian,29
21458,asian,28
21459,asian,30
21460,asian,2
21461,asian,29
21462,asian,10
21463,asian,6
21464,asian,16
21465,asian,2
21466,asian,30
21467,asian,3
21468,asian,6
21469,asian,13
21470,asian,1
21471,asian,28
21472,asian,18
21473,asian,29
21474,asian,16
21475,asian,27
21476,asian,3
21477,asian,30
21478,asian,18
21479,asian,8
21480,asian,6
21481,asian,9
21482,asian,1
21483,asian,27
21484,asian,13
21485,asian,18
21486,asian,6
21487,asian,8
21488,asian,3
21489,asian,2
21490,asian,9
21491,asian,8
21492,asian,3
21493,asian,18
21494,asian,10
21495,asian,15
21496,asian,10
21497,asian,15
21498,asian,13
21499,asian,18
21500,asian,10
21501,asian,16
21502,asian,27
21503,asian,13
21504,asian,30
21505,asian,18
21506,asian,9
21507,asian,21
21508,asian,28
21509,asian,18
21510,asian,16
21511,asian,3
21512,asian,30
21513,asian,27
21514,asian,28
21515,asian,21
21516,asian,6
21517,asian,6
21518,asian,28
21519,asian,8
21520,asian,27
21521,asian,2
21522,asian,21
21523,asian,9
21524,asian,29
21525,asian,28
21526,asian,8
21527,asian,13
21528,asian,10
21529,asian,10
21530,asian,13
21531,asian,15
21532,asian,8
21533,asian,21
21534,asian,10
21535,asian,9
21536,asian,8
21537,asian,1
21538,asian,3
21539,asian,8
21540,asian,30
21541,asian,21
21542,asian,15
21543,asian,29
21544,asian,28
21545,asian,12
21546,asian,20
21547,asian,24
21548,asian,2
21549,asian,2
21550,asian,18
21551,asian,4
21552,asian,20
21553,asian,24
21554,asian,12
21555,asian,22
21556,asian,11
21557,asian,10
21558,asian,10
21559,asian,14
21560,asian,26
21561,asian,5
21562,asian,7
21563,asian,24
21564,asian,12
21565,asian,5
21566,asian,19
21567,asian,19
21568,asian,2
21569,asian,4
21570,asian,23
21571,asian,18
21572,asian,11
21573,asian,5
21574,asian,26
21575,asian,4
21576,asian,7
21577,asian,10
21578,asian,19
21579,asian,4
21580,asian,4
21581,asian,7
21582,asian,17
21583,asian,20
21584,asian,11
21585,asian,10
21586,asian,26
21587,asian,19
21588,asian,14
21589,asian,26
21590,asian,20
21591,asian,23
21592,asian,7
21593,asian,17
21594,asian,10
21595,asian,24
21596,asian,11
21597,asian,26
21598,asian,23
21599,asian,14
21600,asian,14
21601,asian,26
21602,asian,5
21603,asian,11
21604,asian,12
21605,asian,12
21606,asian,10
21607,asian,26
21608,asian,20
21609,asian,7
21610,asian,11
21611,asian,20
21612,asian,17
21613,asian,22
21614,asian,18
21615,asian,23
21616,asian,2
21617,asian,20
21618,asian,11
21619,asian,17
21620,asian,23
21621,asian,11
21622,asian,26
21623,asian,2
21624,asian,5
21625,asian,17
21626,asian,4
21627,asian,17
21628,asian,10
21629,asian,2
21630,asian,18
21631,asian,22
21632,asian,26
21633,asian,24
21634,asian,11
21635,asian,22
21636,asian,20
21637,asian,5
21638,asian,7
21639,asian,19
21640,asian,18
21641,asian,12
21642,asian,26
21643,asian,14
21644,asian,12
21645,asian,7
21646,asian,2
21647,asian,22
21648,asian,18
21649,asian,20
21650,asian,12
21651,asian,14
21652,asian,18
21653,asian,19
21654,asian,4
21655,asian,12
21656,asian,22
21657,asian,19
21658,asian,18
21659,asian,5
21660,asian,20
21661,asian,22
21662,asian,14
21663,asian,7
21664,asian,22
21665,asian,18
21666,asian,23
21667,asian,4
21668,asian,5
21669,asian,23
21670,asian,7
21671,asian,17
21672,asian,12
21673,asian,2
21674,asian,23
21675,asian,2
21676,asian,22
21677,asian,10
21678,asian,23
21679,asian,12
21680,asian,18
21681,asian,14
21682,asian,14
21683,asian,10
21684,asian,20
21685,asian,23
21686,asian,24
21687,asian,17
21688,asian,12
21689,asian,10
21690,asian,22
21691,asian,7
21692,asian,20
21693,asian,19
21694,asian,18
21695,asian,12
21696,asian,7
21697,asian,18
21698,asian,17
21699,asian,14
21700,asian,5
21701,asian,18
21702,asian,19
21703,asian,22
21704,asian,20
21705,asian,23
21706,asian,24
21707,asian,24
21708,asian,7
21709,asian,18
21710,asian,10
21711,asian,24
21712,asian,5
21713,asian,27
21714,asian,25
21715,asian,17
21716,asian,9
21717,asian,30
21718,asian,20
21719,asian,21
21720,asian,28
21721,asian,4
21722,asian,4
21723,asian,5
21724,asian,13
21725,asian,15
21726,asian,13
21727,asian,8
21728,asian,30
21729,asian,4
21730,asian,29
21731,asian,16
21732,asian,28
21733,asian,29
21734,asian,21
21735,asian,19
21736,asian,16
21737,asian,28
21738,asian,3
21739,asian,30
21740,asian,20
21741,asian,25
21742,asian,27
21743,asian,20
21744,asian,13
21745,asian,13
21746,asian,27
21747,asian,20
21748,asian,9
21749,asian,25
21750,asian,15
21751,asian,5
21752,asian,21
21753,asian,17
21754,asian,9
21755,asian,23
21756,asian,5
21757,asian,4
21758,asian,15
21759,asian,16
21760,asian,8
21761,asian,29
21762,asian,19
21763,asian,24
21764,asian,29
21765,asian,15
21766,asian,30
21767,asian,28
21768,asian,20
21769,asian,17
21770,asian,29
21771,asian,25
21772,asian,23
21773,asian,4
21774,asian,6
21775,asian,29
21776,asian,3
21777,asian,21
21778,asian,9
21779,asian,6
21780,asian,3
21781,asian,17
21782,asian,5
21783,asian,5
21784,asian,23
21785,asian,15
21786,asian,30
21787,asian,9
21788,asian,24
21789,asian,28
21790,asian,5
21791,asian,5
21792,asian,30
21793,asian,17
21794,asian,30
21795,asian,21
21796,asian,15
21797,asian,24
21798,asian,27
21799,asian,3
21800,asian,19
21801,asian,23
21802,asian,25
21803,asian,8
21804,asian,29
21805,asian,16
21806,asian,3
21807,asian,3
21808,asian,4
21809,asian,15
21810,asian,8
21811,asian,28
21812,asian,17
21813,asian,21
21814,asian,6
21815,asian,23
21816,asian,6
21817,asian,4
21818,asian,23
21819,asian,9
21820,asian,23
21821,asian,13
21822,asian,9
21823,asian,24
21824,asian,25
21825,asian,16
21826,asian,19
21827,asian,5
21828,asian,4
21829,asian,24
21830,asian,27
21831,asian,9
21832,asian,6
21833,asian,16
21834,asian,28
21835,asian,25
21836,asian,20
21837,asian,28
21838,asian,17
21839,asian,20
21840,asian,23
21841,asian,16
21842,asian,15
21843,asian,23
21844,asian,6
21845,asian,5
21846,asian,27
21847,asian,21
21848,asian,24
21849,asian,21
21850,asian,29
21851,asian,13
21852,asian,25
21853,asian,28
21854,asian,28
21855,asian,6
21856,asian,27
21857,asian,4
21858,asian,6
21859,asian,29
21860,asian,5
21861,asian,19
21862,asian,19
21863,asian,15
21864,asian,29
21865,asian,17
21866,asian,16
21867,asian,27
21868,asian,3
21869,asian,19
21870,asian,27
21871,asian,17
21872,asian,30
21873,asian,13
21874,asian,5
21875,asian,8
21876,asian,23
21877,asian,19
21878,asian,30
21879,asian,9
21880,asian,13
21881,asian,19
21882,asian,29
21883,asian,29
21884,asian,5
21885,asian,13
21886,asian,19
21887,asian,3
21888,asian,19
21889,asian,13
21890,asian,13
21891,asian,17
21892,asian,30
21893,asian,24
21894,asian,5
21895,asian,6
21896,asian,8
21897,asian,5
21898,asian,24
21899,asian,30
21900,asian,29
21901,asian,3
21902,asian,24
21903,asian,16
21904,asian,28
21905,asian,20
21906,asian,4
21907,asian,15
21908,asian,25
21909,asian,25
21910,asian,20
21911,asian,5
21912,asian,8
21913,asian,8
21914,asian,13
21915,asian,8
21916,asian,21
21917,asian,16
21918,asian,8
21919,asian,8
21920,asian,3
21921,asian,15
21922,asian,6
21923,asian,8
21924,asian,20
21925,asian,25
21926,asian,7
21927,asian,7
21928,asian,12
21929,asian,12
21930,asian,2
21931,asian,10
21932,asian,7
21933,asian,2
21934,asian,22
21935,asian,21
21936,asian,7
21937,asian,12
21938,asian,22
21939,asian,12
21940,asian,21
21941,asian,11
21942,asian,22
21943,asian,10
21944,asian,11
21945,asian,21
21946,asian,2
21947,asian,1
21948,asian,10
21949,asian,12
21950,asian,1
21951,asian,22
21952,asian,11
21953,asian,11
21954,asian,12
21955,asian,22
21956,asian,1
21957,asian,1
21958,asian,11
21959,asian,10
21960,asian,11
21961,asian,1
21962,asian,22
21963,asian,7
21964,asian,2
21965,asian,11
21966,asian,1
21967,asian,21
21968,asian,1
21969,asian,22
21970,asian,21
21971,asian,2
21972,asian,12
21973,asian,1
21974,asian,11
21975,asian,10
21976,asian,10
21977,asian,12
21978,asian,10
21979,asian,7
21980,asian,12
21981,asian,21
21982,asian,2
21983,asian,2
21984,asian,22
21985,asian,2
21986,asian,12
21987,asian,10
21988,asian,7
21989,asian,10
21990,asian,10
21991,asian,21
21992,asian,1
21993,asian,7
21994,asian,7
21995,asian,21
21996,asian,2
21997,asian,10
21998,asian,11
21999,asian,22
22000,asian,22
22001,asian,22
22002,asian,22
22003,asian,22
22004,asian,10
22005,asian,2
22006,asian,7
22007,asian,21
22008,asian,1
22009,asian,1
22010,asian,11
22011,asian,3
22012,asian,6
22013,asian,28
22014,asian,25
22015,asian,4
22016,asian,17
22017,asian,8
22018,asian,24
22019,asian,30
22020,asian,20
22021,asian,27
22022,asian,6
22023,asian,14
22024,asian,26
22025,asian,29
22026,asian,16
22027,asian,16
22028,asian,18
22029,asian,20
22030,asian,13
22031,asian,4
22032,asian,7
22033,asian,15
22034,asian,8
22035,asian,24
22036,asian,23
22037,asian,7
22038,asian,9
22039,asian,27
22040,asian,25
22041,asian,9
22042,asian,18
22043,asian,26
22044,asian,26
22045,asian,4
22046,asian,30
22047,asian,4
22048,asian,24
22049,asian,23
22050,asian,14
22051,asian,4
22052,asian,24
22053,asian,7
22054,asian,14
22055,asian,6
22056,asian,16
22057,asian,9
22058,asian,15
22059,asian,19
22060,asian,15
22061,asian,15
22062,asian,13
22063,asian,20
22064,asian,28
22065,asian,14
22066,asian,29
22067,asian,13
22068,asian,26
22069,asian,18
22070,asian,7
22071,asian,9
22072,asian,19
22073,asian,3
22074,asian,17
22075,asian,9
22076,asian,19
22077,asian,6
22078,asian,8
22079,asian,14
22080,asian,7
22081,asian,15
22082,asian,26
22083,asian,17
22084,asian,4
22085,asian,3
22086,asian,13
22087,asian,28
22088,asian,9
22089,asian,28
22090,asian,8
22091,asian,13
22092,asian,14
22093,asian,20
22094,asian,24
22095,asian,30
22096,asian,4
22097,asian,29
22098,asian,28
22099,asian,25
22100,asian,27
22101,asian,23
22102,asian,27
22103,asian,7
22104,asian,16
22105,asian,17
22106,asian,23
22107,asian,25
22108,asian,20
22109,asian,30
22110,asian,19
22111,asian,15
22112,asian,29
22113,asian,25
22114,asian,3
22115,asian,6
22116,asian,28
22117,asian,30
22118,asian,17
22119,asian,18
22120,asian,17
22121,asian,3
22122,asian,17
22123,asian,20
22124,asian,26
22125,asian,7
22126,asian,8
22127,asian,25
22128,asian,16
22129,asian,16
22130,asian,30
22131,asian,24
22132,asian,29
22133,asian,29
22134,asian,16
22135,asian,6
22136,asian,3
22137,asian,23
22138,asian,25
22139,asian,16
22140,asian,29
22141,asian,19
22142,asian,27
22143,asian,15
22144,asian,29
